"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000606, 1, 0.000606, hesbo_0='0.0',hesbo_1='0.0',hesbo_10='0.0',hesbo_11='0.0',hesbo_12='0.0',hesbo_13='0.0',hesbo_14='0.0',hesbo_15='0.0',hesbo_2='0.0',hesbo_3='0.0',hesbo_4='0.0',hesbo_5='0.0',hesbo_6='0.0',hesbo_7='0.0',hesbo_8='0.0',hesbo_9='0.0'
0.013525, -66.653000, 0.016792, 1, 0.003266, hesbo_0='0.0',hesbo_1='0.0',hesbo_10='0.0',hesbo_11='0.0',hesbo_12='0.0',hesbo_13='0.0',hesbo_14='0.0',hesbo_15='0.0',hesbo_2='0.0',hesbo_3='0.0',hesbo_4='0.0',hesbo_5='0.0',hesbo_6='0.0',hesbo_7='0.0',hesbo_8='0.0',hesbo_9='0.0'
0.020649, -67.525100, 1.542394, 2, 1.521745, hesbo_0='-0.8816880374546217',hesbo_1='0.554803230826888',hesbo_10='0.39919299467636815',hesbo_11='-0.4127389462993134',hesbo_12='-0.617066575558427',hesbo_13='0.32670662380070725',hesbo_14='-0.43564900952504537',hesbo_15='0.7867127734202934',hesbo_2='0.3381820269756701',hesbo_3='0.36967175826981036',hesbo_4='0.3771989166289602',hesbo_5='-0.20845794991497368',hesbo_6='0.9553356298408795',hesbo_7='0.744330486401132',hesbo_8='-0.34373234770114225',hesbo_9='0.19079123067785964'
0.026744, -280.601300, 1.552277, 3, 1.525533, hesbo_0='0.7954829896169993',hesbo_1='0.14828104027842293',hesbo_10='-0.2696572157478543',hesbo_11='0.622281246102534',hesbo_12='-0.14565743529831665',hesbo_13='-0.6867626904989601',hesbo_14='0.8806239250433419',hesbo_15='-0.13825150910490103',hesbo_2='0.9513731683128483',hesbo_3='-0.03644035105432941',hesbo_4='-0.36546053626184327',hesbo_5='0.6239444720640457',hesbo_6='-0.8301655119610492',hesbo_7='0.9006999169775229',hesbo_8='-0.5792483675254811',hesbo_9='-0.09989703013349671'
0.046968, -284.031900, 5.653351, 4, 5.606383, hesbo_0='0.7988819245142247',hesbo_1='-0.7093868533459862',hesbo_10='-0.7370564891056639',hesbo_11='0.7407360115039276',hesbo_12='0.8125771246032931',hesbo_13='-0.9663601844767531',hesbo_14='0.5923037233904773',hesbo_15='-0.015387047570008638',hesbo_2='-0.3401685440965625',hesbo_3='-0.7826008292721969',hesbo_4='-0.1371990359082611',hesbo_5='0.6933823755719344',hesbo_6='-0.6081484430579776',hesbo_7='-0.5585731256690243',hesbo_8='-0.6788561997160791',hesbo_9='-0.4160061195860707'
0.053268, -347.534800, 5.663859, 5, 5.610591, hesbo_0='0.8628533599719925',hesbo_1='-0.7342170882596193',hesbo_10='-0.8024741272695739',hesbo_11='0.5308982861245328',hesbo_12='0.024998491330445738',hesbo_13='-0.6995315958182877',hesbo_14='0.7432419756311837',hesbo_15='0.08818728788811958',hesbo_2='0.275417825750794',hesbo_3='-0.7473073669055275',hesbo_4='-0.7634886884273078',hesbo_5='-0.7101342962275954',hesbo_6='-0.7575940418123761',hesbo_7='0.4099881615573795',hesbo_8='0.623915653520801',hesbo_9='-0.9584555673553259'
0.128964, -359.466100, 26.647696, 6, 26.518732, hesbo_0='0.9191302100179453',hesbo_1='-0.848939529775591',hesbo_10='-0.7362717709057547',hesbo_11='0.6548898454467276',hesbo_12='0.024998491330445738',hesbo_13='-0.9776871173255628',hesbo_14='0.7100271492592944',hesbo_15='0.08818728788811958',hesbo_2='0.4057383973155877',hesbo_3='-0.634375081027581',hesbo_4='-0.7709630558260289',hesbo_5='-0.7101342962275954',hesbo_6='-0.9461414835369005',hesbo_7='0.4099881615573795',hesbo_8='0.623915653520801',hesbo_9='-0.9584555673553259'
0.135039, -406.943200, 26.659201, 7, 26.524162, hesbo_0='0.8628533599719925',hesbo_1='-0.9395505188142997',hesbo_10='-0.6897381641585484',hesbo_11='0.6631042846475659',hesbo_12='0.23839858875012299',hesbo_13='-0.9192336883230331',hesbo_14='0.6087995586956858',hesbo_15='0.17136126604526836',hesbo_2='0.22434113284700796',hesbo_3='-0.7473073669055275',hesbo_4='-0.7494532548802539',hesbo_5='-0.803766320308643',hesbo_6='-0.9567572961965628',hesbo_7='0.5606246414779514',hesbo_8='0.7908061952190892',hesbo_9='-0.961631717800814'
0.168584, -409.448100, 32.633308, 8, 32.464724, hesbo_0='0.9515570049402797',hesbo_1='-0.9395505188142997',hesbo_10='-0.7343038655005539',hesbo_11='0.5118428553296335',hesbo_12='0.25372165828732784',hesbo_13='-0.9192336883230331',hesbo_14='0.6440378467128076',hesbo_15='0.23705152806619578',hesbo_2='0.22434113284700796',hesbo_3='-0.702488632385921',hesbo_4='-0.7422279144298793',hesbo_5='-0.803766320308643',hesbo_6='-0.9567572961965628',hesbo_7='0.5234807359705687',hesbo_8='0.5465458623894006',hesbo_9='-0.961631717800814'
0.181569, -422.654600, 35.365264, 9, 35.183695, hesbo_0='0.9486265537399026',hesbo_1='-0.9395505188142997',hesbo_10='-0.7698638633189189',hesbo_11='0.2976215784298444',hesbo_12='0.37002393869671346',hesbo_13='-0.9192336883230331',hesbo_14='0.6948040570731708',hesbo_15='0.23705152806619578',hesbo_2='0.22434113284700796',hesbo_3='-0.702488632385921',hesbo_4='-0.43431949477142984',hesbo_5='-0.9692196501392651',hesbo_6='-0.9567572961965628',hesbo_7='0.5030744415366653',hesbo_8='0.6408960534252688',hesbo_9='-0.961631717800814'
