"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000596, 1, 0.000596, hesbo_0='0.0',hesbo_1='0.0',hesbo_10='0.0',hesbo_11='0.0',hesbo_12='0.0',hesbo_13='0.0',hesbo_14='0.0',hesbo_15='0.0',hesbo_2='0.0',hesbo_3='0.0',hesbo_4='0.0',hesbo_5='0.0',hesbo_6='0.0',hesbo_7='0.0',hesbo_8='0.0',hesbo_9='0.0'
0.012894, -66.653000, 0.016234, 1, 0.003340, hesbo_0='0.0',hesbo_1='0.0',hesbo_10='0.0',hesbo_11='0.0',hesbo_12='0.0',hesbo_13='0.0',hesbo_14='0.0',hesbo_15='0.0',hesbo_2='0.0',hesbo_3='0.0',hesbo_4='0.0',hesbo_5='0.0',hesbo_6='0.0',hesbo_7='0.0',hesbo_8='0.0',hesbo_9='0.0'
0.033658, -83.646400, 4.857054, 2, 4.823396, hesbo_0='-0.035755109091987425',hesbo_1='0.4581740022006693',hesbo_10='0.9294913525681696',hesbo_11='-0.7679258722549254',hesbo_12='-0.5831650638950314',hesbo_13='-0.3723797091684933',hesbo_14='0.9508121878848375',hesbo_15='-0.5975386487107384',hesbo_2='-0.5226213125753083',hesbo_3='0.3965664622931755',hesbo_4='-0.9072232391292954',hesbo_5='-0.5224328374500269',hesbo_6='-0.17169018367613242',hesbo_7='-0.05902153920714737',hesbo_8='0.13445299268841016',hesbo_9='0.5017699588384181'
0.039865, -87.947900, 4.867481, 3, 4.827615, hesbo_0='-0.7931819038967542',hesbo_1='0.7155982773100309',hesbo_10='-0.11947849020479562',hesbo_11='0.9579675308628672',hesbo_12='-0.1312207482772192',hesbo_13='-0.06282116523653758',hesbo_14='0.6083722462954138',hesbo_15='0.5576215502247643',hesbo_2='0.9517600074576011',hesbo_3='0.16668440348356683',hesbo_4='0.6715701130757992',hesbo_5='0.2971856198899794',hesbo_6='0.571866449909781',hesbo_7='0.9970889172980328',hesbo_8='-0.29549907416028476',hesbo_9='-0.4595075960040933'
0.045774, -127.230600, 4.877269, 4, 4.831494, hesbo_0='-0.8733058880128375',hesbo_1='-0.006863796036307157',hesbo_10='0.5235222405377336',hesbo_11='-0.602149998139685',hesbo_12='-0.6683198063579219',hesbo_13='0.37716788023526493',hesbo_14='0.46483370649048306',hesbo_15='0.7571830824411101',hesbo_2='0.10080992963773872',hesbo_3='-0.9578883043011281',hesbo_4='-0.6630768345236149',hesbo_5='-0.9679191737599282',hesbo_6='0.2594740250600589',hesbo_7='0.2777391665879685',hesbo_8='0.4964202817214829',hesbo_9='0.00785432301793687'
0.051577, -375.760300, 4.887046, 5, 4.835469, hesbo_0='-0.5645648513208152',hesbo_1='-0.08639428431691365',hesbo_10='0.3246254155103512',hesbo_11='0.6961101650616093',hesbo_12='-0.4575448792530139',hesbo_13='-0.9108754873975475',hesbo_14='0.7328492496517862',hesbo_15='-0.30268167367674303',hesbo_2='0.8424577138237561',hesbo_3='0.16372090317946286',hesbo_4='-0.2680963394686404',hesbo_5='-0.5355158247670635',hesbo_6='-0.9277257925555422',hesbo_7='0.7410207743298689',hesbo_8='0.1085032919492317',hesbo_9='0.9473726454560611'
0.071630, -382.378400, 9.448760, 6, 9.377130, hesbo_0='-0.5645648513208152',hesbo_1='0.029312856644908347',hesbo_10='0.22659668882007677',hesbo_11='0.9088469201260956',hesbo_12='-0.4575448792530139',hesbo_13='-0.9868296694116234',hesbo_14='0.7328492496517862',hesbo_15='-0.23851682564603194',hesbo_2='0.8424577138237561',hesbo_3='0.16372090317946286',hesbo_4='-0.15937427081156463',hesbo_5='-0.5355158247670635',hesbo_6='-0.9277257925555422',hesbo_7='0.7410207743298689',hesbo_8='0.10622571608995757',hesbo_9='0.9884289612032302'
0.084123, -384.381500, 12.126266, 7, 12.042143, hesbo_0='-0.5645648513208152',hesbo_1='-0.08151326919478985',hesbo_10='0.22659668882007677',hesbo_11='0.8535014465648871',hesbo_12='-0.44393877107004187',hesbo_13='-0.9868296694116234',hesbo_14='0.7328492496517862',hesbo_15='-0.23851682564603194',hesbo_2='0.7713885471344619',hesbo_3='0.03067064887170612',hesbo_4='-0.15937427081156463',hesbo_5='-0.5355158247670635',hesbo_6='-0.9277257925555422',hesbo_7='0.8645227013863765',hesbo_8='0.10622571608995757',hesbo_9='0.9859367682800633'
0.090075, -403.607500, 12.137267, 8, 12.047192, hesbo_0='-0.40613742139540765',hesbo_1='-0.08639428431691365',hesbo_10='0.3246254155103512',hesbo_11='0.6961101650616093',hesbo_12='-0.5087082391709542',hesbo_13='-0.9932318056969072',hesbo_14='0.7328492496517862',hesbo_15='-0.2162176912040068',hesbo_2='0.8424577138237561',hesbo_3='0.24473530511649977',hesbo_4='-0.16634917310885056',hesbo_5='-0.438903635798675',hesbo_6='-0.9732109828316572',hesbo_7='0.7410207743298689',hesbo_8='0.03547707533744737',hesbo_9='0.9936232814602335'
0.253497, -405.715300, 56.540507, 9, 56.287010, hesbo_0='-0.32058965371062365',hesbo_1='-0.08639428431691365',hesbo_10='0.1914093175242677',hesbo_11='0.7656725831705304',hesbo_12='-0.4732135535338825',hesbo_13='-0.9932318056969072',hesbo_14='0.8559663428194924',hesbo_15='-0.26373444067018537',hesbo_2='0.6965026455509722',hesbo_3='0.24473530511649977',hesbo_4='-0.16634917310885056',hesbo_5='-0.438903635798675',hesbo_6='-0.9732109828316572',hesbo_7='0.7104402745248355',hesbo_8='0.059785522383688505',hesbo_9='0.9948521927289378'
